#node	identifier	domain_summary_url	annotation	other_names_and_aliases
AES	9606.ENSP00000221561	https://smart.embl.de/smart/DDvec.cgi?smart=264:Pfam_TLE_N(70|199)+	Amino-terminal enhancer of split; Transcriptional corepressor. Acts as dominant repressor towards other family members. Inhibits NF-kappa-B-regulated gene expression. May be required for the initiation and maintenance of the differentiated state. Essential for the transcriptional repressor activity of SIX3 during retina and lens development; Belongs to the WD repeat Groucho/TLE family	166,AAA16223.1,AAC35517.1,AAC72103.1,AAD00654.1,AAI13736.1,AAI13738.1,AC005944,AES,AES-001,AES-003,AES-004,AES-005,AES-006,AES-007,AES-008,AES-009,AES-010,AES-011,AES-012,AES-013,AES-1,AES-2,AES_HUMAN,AF072902,AK094591,AK314713,Amino-terminal enhancer of split,B2RBL0,BAG37257.1,BAG52894.1,BC113735,BC113737,CAA51768.1,CCDS12101,CCDS12101.1,CCDS12102,CCDS12102.1,EAW69341.1,EAW69345.1,EAW69347.1,ENSG00000104964,ENSP00000221561,ENSP00000317537,ENSP00000466038,ENSP00000466179,ENSP00000467831,ENST00000221561,ENST00000327141,ENST00000585557,ENST00000585782,ENST00000586003,ENST00000586742,ENST00000586839,ENST00000587083,ENST00000587393,ENST00000590067,ENST00000592330,ENST00000592414,ESP1,GRG,GRG5,Gp130-associated protein GAM,Grg-5,Groucho-related protein 5,HGNC:307,HPA049499,Hs.515053,K7ELQ8,K7EQH5,NM_001130,NM_001130.5,NM_198969,NM_198969.1,NM_198970,NM_198970.1,NP_001121,NP_001121.2,NP_945320,NP_945320.1,NP_945321,NP_945321.1,NX_Q08117,OMIM:600188,OTTHUMG00000180567,OTTHUMP00000264631,OTTHUMP00000264757,OTTHUMP00000264758,OTTHUMP00000264760,OTTHUMP00000265355,OTTHUMT00000451926,OTTHUMT00000452152,OTTHUMT00000452153,OTTHUMT00000452154,OTTHUMT00000452155,OTTHUMT00000452156,OTTHUMT00000452157,OTTHUMT00000452158,OTTHUMT00000452159,OTTHUMT00000452160,OTTHUMT00000452161,OTTHUMT00000452198,Protein ESP1,Protein GRG,Q08117,Q12808,Q14CJ1,Q96TG9,Q9UDY9,TLE5,U04241,U88831,U88832,UPI0000043C26,UPI00001AE637,UPI00006DE1C3,UPI0002840BCF,UPI0002840BD0,X73358,XM_006722664,XM_006722664.1,XP_006722727,XP_006722727.1,amino-terminal enhancer of split,hsa:166,uc002lwx.1,uc002lwy.1,uc002lwy.2,uc002lxb.1
AGPS	9606.ENSP00000264167	https://smart.embl.de/smart/DDvec.cgi?smart=658:Pfam_FAD_binding_4(206|348)+Pfam_FAD-oxidase_C(384|657)+	Alkyldihydroxyacetonephosphate synthase, peroxisomal; Catalyzes the exchange of an acyl for a long-chain alkyl group and the formation of the ether bond in the biosynthesis of ether phospholipids; Belongs to the FAD-binding oxidoreductase/transferase type 4 family	2.5.1.26,8540,A5D8U9,AAG5,AAI41821.1,AAT11152.1,AAX93112.1,AAY14986.1,AAY24300.1,AC016762,AC019080,ADAP-S,ADAS,ADAS_HUMAN,ADHAPS,ADPS,AGPS,AGPS-001,AGPS-002,AGPS-003,AK296239,AK314259,ALDHPSY,AY544121,Aging-associated gene 5 protein,Alkylglycerone phosphate synthase,Alkylglycerone-phosphate synthase,B7Z3Q4,B8ZZ81,BAG36924.1,BAH12290.1,BC141820,CAA70591.1,CCDS2275,CCDS2275.1,EC 2.5.1.26,ENSG00000018510,ENSP00000264167,ENSP00000324567,ENSP00000386688,ENSP00000437945,ENST00000264167,ENST00000321108,ENST00000409888,ENST00000460342,ENST00000536686,HGNC:327,HPA030209,HPA030210,HPA030211,Hs.516543,Hs.604884,NM_003659,NM_003659.3,NP_003650,NP_003650.1,NX_O00116,O00116,OMIM:603051,OTTHUMG00000132530,OTTHUMP00000163353,OTTHUMP00000205138,OTTHUMT00000255730,OTTHUMT00000334036,OTTHUMT00000334037,Q2TU35,Q53S12,Q53SG6,Q53SN7,RCDP3,UPI00001254E8,UPI00018818B3,Y09443,alkylglycerone phosphate synthase,hsa:8540,uc002ull.2,uc002ull.3
AKAP8	9606.ENSP00000269701	https://smart.embl.de/smart/DDvec.cgi?smart=692:ZnF_C2H2(390|414)+	A-kinase anchor protein 8; Anchoring protein that mediates the subcellular compartmentation of cAMP-dependent protein kinase (PKA type II). Acts as an anchor for a PKA-signaling complex onto mitotic chromosomes, which is required for maintenance of chromosomes in a condensed form throughout mitosis. Recruits condensin complex subunit NCAPD2 to chromosomes required for chromatin condensation; the function appears to be independent from PKA-anchoring. May help to deliver cyclin D/E to CDK4 to facilitate cell cycle progression. Required for cell cycle G2/M transition and histone deacetyla [...] 	10270,A kinase (PRKA) anchor protein 8,A kinase anchor protein 8,A-kinase anchor protein 8,A-kinase anchor protein 95 kDa,A-kinase anchor protein, 95kDa,A-kinase anchoring protein 8,A-kinase anchoring proteins,AAC62838.1,AC093060,AKAP 95,AKAP-8,AKAP-95,AKAP8,AKAP8-001,AKAP8-003,AKAP8-004,AKAP8-005,AKAP8-006,AKAP8_HUMAN,AKAP95,AKAP_95,AL050160,CAA72722.1,CAB43301.1,CCDS12329,CCDS12329.1,DKFZP586B1222,DKFZp586B1222,ENSG00000105127,ENSP00000269701,ENSP00000442114,ENSP00000468902,ENSP00000469908,ENST00000269701,ENST00000537303,ENST00000595416,ENST00000598597,ENST00000599883,HGNC:378,HPA004776,Hs.594496,Hs.745215,M0QX51,NM_005858,NM_005858.3,NP_005849,NP_005849.1,NX_O43823,O43823,OMIM:604692,OTTHUMG00000182444,OTTHUMP00000269323,OTTHUMP00000269324,OTTHUMP00000269325,OTTHUMT00000461292,OTTHUMT00000461293,OTTHUMT00000461295,OTTHUMT00000461296,OTTHUMT00000461298,Q9UG73,UPI000012575C,UPI0002A47247,UPI0003B92903,XM_005259706,XM_005259706.2,XP_005259763,XP_005259763.1,Y11997,hsa:10270,uc002nav.3,uc002nav.4,uc010dzz.1
AKAP8L	9606.ENSP00000380557	https://smart.embl.de/smart/DDvec.cgi?smart=646:ZnF_C2H2(389|413)+	A-kinase anchor protein 8-like; Could play a role in constitutive transport element (CTE)-mediated gene expression by association with DHX9. Increases CTE-dependent nuclear unspliced mRNA export. Proposed to target PRKACA to the nucleus but does not seem to be implicated in the binding of regulatory subunit II of PKA. May be involved in nuclear envelope breakdown and chromatin condensation. May be involved in anchoring nuclear membranes to chromatin in interphase and in releasing membranes from chromating at mitosis. May regulate the initiation phase of DNA replication when associated  [...] 	26993,A kinase (PRKA) anchor protein 8-like,A kinase anchor protein 8-like,A-kinase anchor protein 8-like,A-kinase anchoring protein 8 like,AAF86048.1,AAH00713.1,AB015332,AB025905,AB451326,AB451469,AC005785,AF199414,AJ243467,AK001594,AK295956,AKAP8L,AKAP8L-001,AKAP8L-002,AKAP8L-003,AKAP8L-004,AKAP8L-006,AKAP8L-007,AKAP8L-008,AKAP8L-009,AKAP8L-010,AKAP8L-011,AKAP8L-012,AKAP8L-013,AKAP8L-014,AKAP8L-015,AKAP8L-016,AKAP8L-017,AKAP8L-018,AKAP8L-019,AKAP8L-020,AKAP8L-021,AKP8L_HUMAN,AL133576,B3KMD4,B4DJ74,B5BU90,BAA34791.1,BAA85003.1,BAG50946.1,BAG58736.1,BAG70140.1,BAG70283.1,BC000713,CAB63723.2,CAB65092.1,CCDS46005,CCDS46005.1,CCDS77249,DKFZP434L0650,EAW84475.1,EAW84477.1,EAW84478.1,ENSG00000011243,ENSP00000263378,ENSP00000315851,ENSP00000380557,ENSP00000469079,ENSP00000470067,ENSP00000470704,ENSP00000470906,ENSP00000470912,ENSP00000470952,ENSP00000471958,ENSP00000472188,ENSP00000477434,ENST00000263378,ENST00000326487,ENST00000397410,ENST00000593845,ENST00000594594,ENST00000594893,ENST00000595067,ENST00000595087,ENST00000595136,ENST00000595465,ENST00000595879,ENST00000596195,ENST00000596213,ENST00000596750,ENST00000597994,ENST00000598292,ENST00000599137,ENST00000599488,ENST00000600065,ENST00000600247,ENST00000601147,ENST00000609519,HA95,HAP95,HGNC:29857,HPA042485,HPA042546,HRIHFB2018,Helicase A-binding protein 95,Homologous to AKAP95 protein,Hs.399800,M0QYT7,M0R008,M0R010,M0R1L5,M0R1Y5,NAKAP,NAKAP95,NM_001291478,NM_001291478.1,NM_014371,NM_014371.2,NP_001278407,NP_001278407.1,NP_055186,NP_055186.3,NX_Q9ULX6,Neighbor of A-kinase-anchoring protein 95,O94792,OMIM:609475,OTTHUMG00000182446,OTTHUMP00000269326,OTTHUMP00000269327,OTTHUMP00000269328,OTTHUMP00000269331,OTTHUMP00000269332,OTTHUMP00000269333,OTTHUMP00000269399,OTTHUMP00000274211,OTTHUMT00000461301,OTTHUMT00000461302,OTTHUMT00000461303,OTTHUMT00000461304,OTTHUMT00000461305,OTTHUMT00000461306,OTTHUMT00000461307,OTTHUMT00000461311,OTTHUMT00000461312,OTTHUMT00000461313,OTTHUMT00000461314,OTTHUMT00000461315,OTTHUMT00000461316,OTTHUMT00000461317,OTTHUMT00000461318,OTTHUMT00000461319,OTTHUMT00000461320,OTTHUMT00000461321,OTTHUMT00000472088,OTTHUMT00000472123,Q96J58,Q9NRQ0,Q9UF73,Q9UGM0,Q9ULX6,UPI000012FC34,UPI000059D699,UPI00017A7141,UPI0002A47372,UPI0002A473D3,UPI0002A47533,UPI0002A47588,UPI0003B9288A,V9GZ50,XP_005259911,XP_005259911.2,XR_430135,XR_430135.1,hsa:26993,neighbor of A kinase anchoring protein 95,uc002naw.1,uc002naw.2,uc002nax.1,uc002nay.1,uc010xoh.1
AKAP9	9606.ENSP00000348573	https://smart.embl.de/smart/DDvec.cgi?smart=3907:ELK(432|453)+ELK(624|645)+ELK(654|675)+ELK(961|981)+COIL(1090|1118)+COIL(1146|1173)+COIL(1324|1379)+COIL(1574|1646)+COIL(1848|1872)+COIL(1929|2443)+COIL(2622|2665)+COIL(2688|2760)+COIL(3120|3285)+COIL(3341|3466)+COIL(3585|3626)+COIL(3650|3684)+Pfam_PACT_coil_coil(3704|3785)+	A-kinase anchor protein 9; Scaffolding protein that assembles several protein kinases and phosphatases on the centrosome and Golgi apparatus. Required to maintain the integrity of the Golgi apparatus. Recruited to the Golgi apparatus by GM130/GOLGA2 and is required for microtubule nucleation at the cis-side of the Golgi apparatus. Required for association of the centrosomes with the poles of the bipolar mitotic spindle during metaphase. Forms a complex with PDE4DIP: the complex recruits CAMSAP2 to the Golgi apparatus, leading to tether non-centrosomal minus-end microtubules to the Golg [...] 	10142,A kinase (PRKA) anchor protein 9,A kinase anchor protein 9,A-kinase anchor protein 350 kDa,A-kinase anchor protein 450 kDa,A-kinase anchor protein 9,A-kinase anchor protein, 350kDa,A-kinase anchoring protein 450,A-kinase anchoring protein 9,A-kinase anchoring proteins,A4D1F0,A4D1F2,A4D1F4,AAB86384.1,AAB96867.2,AAC60380.1,AAD22767.1,AAD39719.1,AAH15533.1,AAH40932.1,AAS07419.1,AB018346,AB019691,AC000066,AC000120,AC003086,AC004013,AF026245,AF083037,AF091711,AJ010770,AJ131693,AKAP 120-like protein,AKAP-9,AKAP120-like protein,AKAP350,AKAP450,AKAP9,AKAP9-001,AKAP9-002,AKAP9-003,AKAP9-004,AKAP9-005,AKAP9-006,AKAP9-007,AKAP9-008,AKAP9-009,AKAP9-010,AKAP9-011,AKAP9-012,AKAP9-013,AKAP9-201,AKAP9-202,AKAP9-203,AKAP9-BRAF fusion protein,AKAP9_HUMAN,BAA34523.1,BAA78718.1,BC015533,BC040932,CAA09361.1,CAB012909,CAB40713.1,CCDS5622,CCDS5622.1,CG-NAP,EAL24155.1,EAL24156.1,EAL24157.1,EAW76862.1,ENSG00000127914,ENSP00000250243,ENSP00000265736,ENSP00000265737,ENSP00000287897,ENSP00000339128,ENSP00000344716,ENSP00000348573,ENSP00000350813,ENSP00000351922,ENSP00000378042,ENSP00000378065,ENSP00000378066,ENSP00000389628,ENSP00000391704,ENSP00000403090,ENSP00000406937,ENSP00000407376,ENSP00000480807,ENST00000265736,ENST00000265737,ENST00000287897,ENST00000339005,ENST00000345730,ENST00000346975,ENST00000348132,ENST00000353690,ENST00000356239,ENST00000358100,ENST00000359028,ENST00000394534,ENST00000394564,ENST00000394565,ENST00000413120,ENST00000414321,ENST00000434062,ENST00000435423,ENST00000438114,ENST00000463118,ENST00000484815,ENST00000486313,ENST00000487258,ENST00000487692,ENST00000491695,ENST00000493453,ENST00000493976,ENST00000619023,H7BYL6,H7BZV6,HGNC:379,HPA008548,HPA026109,HYPERION,Hs.651221,KIAA0803,LQT11,LRG_331,LRG_331t1,MU-RMS-40.16A,NM_005751,NM_005751.4,NM_147185,NM_147185.2,NP_005742,NP_005742.4,NP_671714,NP_671714.1,NX_Q99996,O14869,O43355,O94895,OMIM:604001,OTTHUMG00000131127,OTTHUMP00000161771,OTTHUMP00000165813,OTTHUMP00000165816,OTTHUMP00000165817,OTTHUMP00000209140,OTTHUMT00000253808,OTTHUMT00000258932,OTTHUMT00000258933,OTTHUMT00000258934,OTTHUMT00000258935,OTTHUMT00000258936,OTTHUMT00000258937,OTTHUMT00000258938,OTTHUMT00000258939,OTTHUMT00000258940,OTTHUMT00000342891,OTTHUMT00000342892,OTTHUMT00000342893,PPP1R45,PRKA9,Protein hyperion,Protein kinase A-anchoring protein 9,Protein phosphatase 1 regulatory subunits,Protein yotiao,Q6PJH3,Q75N20,Q8IW64,Q99996,Q9UQH3,Q9UQQ4,Q9Y6B8,Q9Y6Y2,UPI000002A38D,UPI00001BDA2B,UPI0000E5ADB6,UPI0000E5ADBB,UPI000198CEFD,XP_006715890,XP_006715890.1,YOTIAO,hsa:10142,protein kinase A anchoring protein 9,protein phosphatase 1, regulatory subunit 45,uc003uld.4,uc003ule.2,uc003ulg.3,uc003ulg.4,uc003ulj.3,uc003ulk.4,yotiao
ALG11	9606.ENSP00000430236	https://smart.embl.de/smart/DDvec.cgi?smart=492:TRANS(20|42)+Pfam_ALG11_N(62|269)+Pfam_Glycos_transf_1(293|470)+	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase; Mannosyltransferase involved in the last steps of the synthesis of Man5GlcNAc(2)-PP-dolichol core oligosaccharide on the cytoplasmic face of the endoplasmic reticulum. Catalyzes the addition of the 4th and 5th mannose residues to the dolichol- linked oligosaccharide chain; Belongs to the glycosyltransferase group 1 family. Glycosyltransferase 4 subfamily	2.4.1.131,440138,A5PLP3,AAH10857.3,AAH73862.1,AAI11023.1,AAI42999.1,AK025456,AK296747,AL139082,ALG11,ALG11, alpha-1,2-mannosyltransferase,ALG11-001,ALG11-002,ALG11-003,ALG11-004,ALG11_HUMAN,B4DKW9,BAG59331.1,BC010857,BC073862,BC111022,BC142998,CAI12890.1,CCDS31977,CCDS31977.1,CDG1P,EC 2.4.1.131,ENSG00000253710,ENSP00000429497,ENSP00000430236,ENSP00000481922,ENST00000519151,ENST00000521508,ENST00000523764,ENST00000616513,GT8,Glycolipid 2-alpha-mannosyltransferase,Glycosyl transferases group 1 domain containing,HGNC:32456,HPA047214,Hs.620649,Hs.682115,Hs.732220,KIAA0266,NM_001004127,NM_001004127.2,NP_001004127,NP_001004127.2,NX_Q2TAA5,OMIM:613666,OTTHUMG00000016959,OTTHUMP00000018446,OTTHUMP00000018447,OTTHUMP00000275099,OTTHUMT00000045050,OTTHUMT00000045051,OTTHUMT00000378402,OTTHUMT00000474754,Q2TAA5,Q5TAN9,Q5TAP0,Q6DKI6,Q96FI7,UPI000044C60E,UPI000046FD7C,UPI0004620BA3,asparagine-linked glycosylation 11 homolog,hsa:440138,uc001vga.3,uc001vga.4,uc001vgc.5
ALG5	9606.ENSP00000239891	https://smart.embl.de/smart/DDvec.cgi?smart=324:TRANS(4|26)+Pfam_Glycos_transf_2(68|250)+	ALG5, dolichyl-phosphate beta-glucosyltransferase; Glycosyltransferase family 2	2.4.1.117,29880,AAD41465.1,AAF29113.1,AAH12531.1,AF088028,AF102850,AF161498,AK299085,ALG5,ALG5-001,ALG5-002,ALG5-003,ALG5-004,ALG5-201,ALG5_HUMAN,B4DR37,BAG61149.1,BC012531,CAI14011.1,CCDS45033,CCDS45033.1,CCDS9361,CCDS9361.1,Dolichyl-phosphate beta-glucosyltransferase,EAX08578.1,EC 2.4.1.117,ENSG00000120697,ENSP00000239891,ENSP00000389647,ENSP00000390533,ENST00000239891,ENST00000413537,ENST00000443765,ENST00000460230,ENST00000486410,ENST00000496689,Glycosyltransferase family 2,HGNC:20266,HPA007989,HSPC149,NM_001142364,NM_001142364.1,NM_013338,NM_013338.4,NP_001135836,NP_001135836.1,NP_037470,NP_037470.1,NX_Q9Y673,OMIM:604565,OTTHUMG00000016741,OTTHUMP00000018263,OTTHUMT00000044528,OTTHUMT00000044529,OTTHUMT00000044530,OTTHUMT00000044532,Q5TBA6,Q9Y673,UPI000012583A,UPI00017A7A25,asparagine-linked glycosylation 5 homolog,bA421P11.2,hsa:29880,uc001uvy.3,uc001uvy.4,uc010teq.2
ALG8	9606.ENSP00000299626	https://smart.embl.de/smart/DDvec.cgi?smart=526:Pfam_Alg6_Alg8(21|510)+	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase; Adds the second glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation. Transfers glucose from dolichyl phosphate glucose (Dol-P-Glc) onto the lipid-linked oligosaccharide Glc(1)Man(9)GlcNAc(2)-PP-Dol (By similarity); Alpha-1,3-glucosyltransferases	2.4.1.265,79053,A0A024R5K5,A6NDW6,AAH01133.1,AJ224875,ALG8,ALG8, alpha-1,3-glucosyltransferase,ALG8-001,ALG8-002,ALG8-004,ALG8-005,ALG8-007,ALG8-008,ALG8-009,ALG8-010,ALG8-011,ALG8-012,ALG8-013,ALG8-014,ALG8-015,ALG8-016,ALG8-017,ALG8-018,ALG8-019,ALG8-020,ALG8-021,ALG8-022,ALG8-201,ALG8_HUMAN,AP002520,Alpha-1,3-glucosyltransferases,BC001133,CAA12176.1,CCDS41692,CCDS41692.1,CCDS8258,CCDS8258.1,CDG1H,E9PK79,E9PKA5,E9PLP7,E9PNE2,E9PP04,E9PP80,E9PP96,E9PR58,EAW75048.1,EAW75050.1,EAW75051.1,EC 2.4.1.265,ENSG00000159063,ENSP00000299626,ENSP00000365326,ENSP00000405559,ENSP00000431357,ENSP00000432381,ENSP00000432953,ENSP00000433429,ENSP00000434066,ENSP00000434388,ENSP00000434660,ENSP00000435417,ENSP00000435467,ENSP00000435626,ENSP00000436064,ENSP00000436366,ENSP00000437033,ENSP00000437199,ENSP00000480742,ENST00000299626,ENST00000376156,ENST00000421284,ENST00000524925,ENST00000525755,ENST00000525761,ENST00000525783,ENST00000525870,ENST00000526737,ENST00000526849,ENST00000526928,ENST00000527099,ENST00000529139,ENST00000530454,ENST00000530608,ENST00000530910,ENST00000531213,ENST00000532050,ENST00000532306,ENST00000532440,ENST00000532552,ENST00000615266,H0YDD3,H0YDV4,HGNC:23161,HPA051898,HUSSY-02,Hs.503368,MGC2840,NM_001007027,NM_001007027.2,NM_024079,NM_024079.4,NP_001007028,NP_001007028.1,NP_076984,NP_076984.2,NX_Q9BVK2,O60860,OMIM:608103,OTTHUMG00000166594,OTTHUMP00000233643,OTTHUMP00000233644,OTTHUMP00000233645,OTTHUMP00000233646,OTTHUMP00000233647,OTTHUMP00000233648,OTTHUMP00000233752,OTTHUMP00000233753,OTTHUMP00000233754,OTTHUMP00000233755,OTTHUMP00000233756,OTTHUMP00000233757,OTTHUMP00000233758,OTTHUMP00000233759,OTTHUMP00000233760,OTTHUMP00000233761,OTTHUMT00000390637,OTTHUMT00000390638,OTTHUMT00000390640,OTTHUMT00000390642,OTTHUMT00000390643,OTTHUMT00000390644,OTTHUMT00000390645,OTTHUMT00000390787,OTTHUMT00000390788,OTTHUMT00000390789,OTTHUMT00000390790,OTTHUMT00000390791,OTTHUMT00000390792,OTTHUMT00000390793,OTTHUMT00000390794,OTTHUMT00000390795,OTTHUMT00000390796,OTTHUMT00000390797,OTTHUMT00000390798,OTTHUMT00000390799,Q9BVK2,UPI000013E5C8,UPI00004B2480,UPI0001F78106,UPI0001F78107,UPI0001F78108,UPI0001F78109,UPI0001F7810A,UPI0001F7810B,UPI0001F7810C,UPI0001F7810D,UPI0001F7810E,UPI0001F7810F,UPI0001F78110,UPI0001F78111,UPI0001F78112,UPI0004620CE3,XM_005274247,XM_005274247.1,XP_005274304,XP_005274304.1,asparagine-linked glycosylation 8 homolog,hsa:79053,uc001oyz.1,uc001oyz.2,uc001oza.1,uc001oza.2
ANO6	9606.ENSP00000409126	https://smart.embl.de/smart/DDvec.cgi?smart=931:Pfam_Anoct_dimer(82|305)+Pfam_Anoctamin(308|891)+	Anoctamin-6; Small-conductance calcium-activated nonselective cation (SCAN) channel which acts as a regulator of phospholipid scrambling in platelets and osteoblasts. Phospholipid scrambling results in surface exposure of phosphatidylserine which in platelets is essential to trigger the clotting system whereas in osteoblasts is essential for the deposition of hydroxyapatite during bone mineralization. Has calcium-dependent phospholipid scramblase activity; scrambles phosphatidylserine, phosphatidylcholine and galactosylceramide (By similarity). Can generate outwardly rectifying chlorid [...] 	176950,196527,A6NNM6,AAH98410.1,AAI36446.1,AC009248,AC009778,AC063924,AL832340,AL833405,ANO6,ANO6-001,ANO6-002,ANO6-003,ANO6-004,ANO6-005,ANO6-006,ANO6-007,ANO6_HUMAN,Anoctamin 6,Anoctamin-6,Anoctamins,B9EGG0,BC098410,BC136445,BDPLT7,CAD38638.1,CCDS31782,CCDS31782.1,CCDS44865,CCDS44865.1,CCDS44866,CCDS44866.1,CCDS55819,CCDS55819.1,DKFZp313M0720,E7ENK4,E9PB30,E9PCT2,ENSG00000177119,ENSP00000282422,ENSP00000320087,ENSP00000373965,ENSP00000373966,ENSP00000391417,ENSP00000409126,ENSP00000413137,ENSP00000413840,ENSP00000415585,ENSP00000449423,ENST00000282422,ENST00000320560,ENST00000389314,ENST00000389315,ENST00000423947,ENST00000425752,ENST00000426898,ENST00000435642,ENST00000441606,ENST00000550630,ENST00000551667,F8VX71,HGNC:25240,HPA038958,Hs.505339,Hs.720996,NM_001025356,NM_001025356.2,NM_001142678,NM_001142678.1,NM_001142679,NM_001142679.1,NM_001204803,NM_001204803.1,NP_001020527,NP_001020527.2,NP_001136150,NP_001136150.1,NP_001136151,NP_001136151.1,NP_001191732,NP_001191732.1,NX_Q4KMQ2,OMIM:608663,OTTHUMG00000169564,OTTHUMP00000241548,OTTHUMP00000241549,OTTHUMP00000241550,OTTHUMP00000241551,OTTHUMP00000241552,OTTHUMT00000404818,OTTHUMT00000404819,OTTHUMT00000404820,OTTHUMT00000404821,OTTHUMT00000404822,OTTHUMT00000404823,OTTHUMT00000404824,Q4KMQ2,Q8N3Q2,SCTS,TMEM16F,Transmembrane protein 16F,UPI0000229358,UPI000022935A,UPI0000E595B8,UPI00018843B4,UPI00020CE07A,XM_005268706,XM_005268706.2,XM_005268707,XM_005268707.1,XM_006719271,XM_006719271.1,XP_005268763,XP_005268763.1,XP_005268764,XP_005268764.1,XP_006719334,XP_006719334.1,anoctamin 6,hsa:196527,transmembrane protein 16F,uc001roo.3,uc001roo.4,uc010sld.1,uc010slf.2,uc010slg.2,uc031qha.1
AP2A2	9606.ENSP00000327694	https://smart.embl.de/smart/DDvec.cgi?smart=940:Pfam_Cnd1(128|289)+Alpha_adaptinC2(708|821)+Pfam_Alpha_adaptin_C(827|935)+	AP-2 complex subunit alpha-2; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin- coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold [...] 	100 kDa coated vesicle protein C,161,AAC27505.1,AAH06155.1,AB020706,ADTAB,AF049527,AK027891,AK223558,AL117614,AP-2 complex subunit alpha-2,AP006477,AP2A2,AP2A2-001,AP2A2-002,AP2A2-004,AP2A2-005,AP2A2-008,AP2A2-009,AP2A2-010,AP2A2-011,AP2A2-012,AP2A2-013,AP2A2-014,AP2A2-015,AP2A2-016,AP2A2-017,AP2A2-018,AP2A2-019,AP2A2-020,AP2A2-021,AP2A2-022,AP2A2-023,AP2A2-024,AP2A2-025,AP2A2-201,AP2A2_HUMAN,Adaptor protein complex AP-2 subunit alpha-2,Alpha-adaptin C,Alpha2-adaptin,BAA74922.2,BAB55435.1,BAD97278.1,BC006155,CAB017514,CAB56015.2,CCDS44512,CCDS44512.1,CCDS73234,CCDS73234.1,CLAPA2,DKFZP564D1864,E9PNC4,E9PPY8,E9PPZ3,E9PQP4,E9PR62,E9PS94,ENSG00000183020,ENSP00000327694,ENSP00000328024,ENSP00000407582,ENSP00000410114,ENSP00000412730,ENSP00000413234,ENSP00000431630,ENSP00000431786,ENSP00000433498,ENSP00000434432,ENSP00000434553,ENSP00000434563,ENSP00000435756,ENSP00000435863,ENSP00000436059,ENSP00000437228,ENST00000329626,ENST00000332231,ENST00000417081,ENST00000448757,ENST00000448903,ENST00000452310,ENST00000524559,ENST00000524952,ENST00000525796,ENST00000525891,ENST00000526376,ENST00000526401,ENST00000526753,ENST00000527024,ENST00000527917,ENST00000528195,ENST00000528815,ENST00000528816,ENST00000529125,ENST00000529427,ENST00000529438,ENST00000529818,ENST00000529858,ENST00000530801,ENST00000531497,ENST00000531548,ENST00000534328,ENST00000534485,H0YDE9,H0YEG0,HGNC:562,HIP-9,HIP9,HYPJ,Hs.19121,Hs.603194,Hs.735467,Huntingtin yeast partner J,Huntingtin-interacting protein 9,Huntingtin-interacting protein J,KIAA0899,NM_001242837,NM_001242837.1,NM_012305,NM_012305.3,NP_001229766,NP_001229766.1,NP_036437,NP_036437.1,NX_O94973,O75403,O94973,OMIM:607242,OTTHUMG00000165627,OTTHUMP00000230509,OTTHUMP00000230599,OTTHUMP00000230600,OTTHUMP00000230890,OTTHUMP00000230891,OTTHUMP00000230892,OTTHUMP00000230893,OTTHUMP00000230894,OTTHUMP00000230895,OTTHUMP00000230896,OTTHUMT00000385431,OTTHUMT00000385556,OTTHUMT00000385557,OTTHUMT00000385558,OTTHUMT00000385559,OTTHUMT00000385561,OTTHUMT00000385562,OTTHUMT00000385563,OTTHUMT00000385564,OTTHUMT00000385565,OTTHUMT00000385568,OTTHUMT00000385569,OTTHUMT00000385570,OTTHUMT00000385571,OTTHUMT00000385572,OTTHUMT00000385573,OTTHUMT00000385574,OTTHUMT00000385757,OTTHUMT00000385758,OTTHUMT00000385759,OTTHUMT00000385760,OTTHUMT00000385761,Q53ET1,Q96SI8,Q9UFK5,UPI0000124FF5,UPI000047C6C1,UPI000050AA18,UPI0001F7825A,UPI0001F7825B,UPI0001F7825C,UPI0001F7825D,UPI0001F7825E,UPI0001F7825F,UPI0001F782A2,UPI0001F782A3,XM_006718159,XM_006718159.1,XM_006718160,XM_006718160.1,XP_006718222,XP_006718222.1,XP_006718223,XP_006718223.1,adaptin, alpha B,hsa:161,uc001lss.3,uc001lss.4,uc001lst.2
